2025-11-12 07:36:45,957 - INFO - Log file: ./logs/trial6_cv3_RGS_20251112_073645.log
2025-11-12 07:36:45,957 - INFO - START TRAINING TRIAL 6 CV 3 - Task: RGS
2025-11-12 07:36:45,957 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-12 07:36:45,957 - INFO - Loading dataset...
2025-11-12 07:36:46,086 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-12 07:36:46,086 - INFO - Initializing VIGNet model...
2025-11-12 07:36:46,090 - INFO - Number of batch iterations per epoch: 113
2025-11-12 07:36:54,306 - INFO - Epoch: 1, Training Loss: 1.1542
2025-11-12 07:37:02,745 - INFO - Epoch: 2, Training Loss: 0.6682
2025-11-12 07:37:10,446 - INFO - Epoch: 3, Training Loss: 0.6676
2025-11-12 07:37:17,963 - INFO - Epoch: 4, Training Loss: 0.6642
2025-11-12 07:37:26,180 - INFO - Epoch: 5, Training Loss: 0.6647
2025-11-12 07:37:34,004 - INFO - Epoch: 6, Training Loss: 0.6640
2025-11-12 07:37:41,555 - INFO - Epoch: 7, Training Loss: 0.6638
2025-11-12 07:37:49,567 - INFO - Epoch: 8, Training Loss: 0.6643
2025-11-12 07:37:57,747 - INFO - Epoch: 9, Training Loss: 0.6633
2025-11-12 07:38:05,154 - INFO - Epoch: 10, Training Loss: 0.6639
2025-11-12 07:38:13,470 - INFO - Epoch: 11, Training Loss: 0.6638
2025-11-12 07:38:22,274 - INFO - Epoch: 12, Training Loss: 0.6640
2025-11-12 07:38:30,692 - INFO - Epoch: 13, Training Loss: 0.6643
2025-11-12 07:38:38,207 - INFO - Epoch: 14, Training Loss: 0.6639
2025-11-12 07:38:46,285 - INFO - Epoch: 15, Training Loss: 0.6641
2025-11-12 07:38:54,767 - INFO - Epoch: 16, Training Loss: 0.6638
2025-11-12 07:39:02,509 - INFO - Epoch: 17, Training Loss: 0.6635
2025-11-12 07:39:10,156 - INFO - Epoch: 18, Training Loss: 0.6640
2025-11-12 07:39:17,746 - INFO - Epoch: 19, Training Loss: 0.6638
2025-11-12 07:39:26,547 - INFO - Epoch: 20, Training Loss: 0.6640
