2025-11-12 12:56:43,298 - INFO - Log file: ./logs/trial11_cv2_RGS_20251112_125643.log
2025-11-12 12:56:43,298 - INFO - START TRAINING TRIAL 11 CV 2 - Task: RGS
2025-11-12 12:56:43,298 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-12 12:56:43,298 - INFO - Loading dataset...
2025-11-12 12:56:43,670 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-12 12:56:43,670 - INFO - Initializing VIGNet model...
2025-11-12 12:56:43,673 - INFO - Number of batch iterations per epoch: 113
2025-11-12 12:56:51,909 - INFO - Epoch: 1, Training Loss: 0.8130
2025-11-12 12:56:59,620 - INFO - Epoch: 2, Training Loss: 0.6790
2025-11-12 12:57:07,806 - INFO - Epoch: 3, Training Loss: 0.6763
2025-11-12 12:57:16,640 - INFO - Epoch: 4, Training Loss: 0.6766
2025-11-12 12:57:25,909 - INFO - Epoch: 5, Training Loss: 0.6775
2025-11-12 12:57:33,339 - INFO - Epoch: 6, Training Loss: 0.6760
2025-11-12 12:57:41,445 - INFO - Epoch: 7, Training Loss: 0.6761
2025-11-12 12:57:49,165 - INFO - Epoch: 8, Training Loss: 0.6779
2025-11-12 12:57:57,348 - INFO - Epoch: 9, Training Loss: 0.6762
2025-11-12 12:58:04,892 - INFO - Epoch: 10, Training Loss: 0.6757
2025-11-12 12:58:13,107 - INFO - Epoch: 11, Training Loss: 0.6754
2025-11-12 12:58:21,884 - INFO - Epoch: 12, Training Loss: 0.6770
2025-11-12 12:58:29,785 - INFO - Epoch: 13, Training Loss: 0.6757
2025-11-12 12:58:38,543 - INFO - Epoch: 14, Training Loss: 0.6755
2025-11-12 12:58:47,167 - INFO - Epoch: 15, Training Loss: 0.6761
2025-11-12 12:58:56,116 - INFO - Epoch: 16, Training Loss: 0.6759
2025-11-12 12:59:05,302 - INFO - Epoch: 17, Training Loss: 0.6753
2025-11-12 12:59:12,724 - INFO - Epoch: 18, Training Loss: 0.6753
2025-11-12 12:59:20,096 - INFO - Epoch: 19, Training Loss: 0.6763
2025-11-12 12:59:27,675 - INFO - Epoch: 20, Training Loss: 0.6767
2025-11-12 12:59:36,483 - INFO - Epoch: 21, Training Loss: 0.6762
2025-11-12 12:59:44,413 - INFO - Epoch: 22, Training Loss: 0.6761
2025-11-12 12:59:51,933 - INFO - Epoch: 23, Training Loss: 0.6756
2025-11-12 12:59:59,890 - INFO - Epoch: 24, Training Loss: 0.6751
2025-11-12 13:00:07,656 - INFO - Epoch: 25, Training Loss: 0.6766
2025-11-12 13:00:15,262 - INFO - Epoch: 26, Training Loss: 0.6759
2025-11-12 13:00:22,893 - INFO - Epoch: 27, Training Loss: 0.6757
2025-11-12 13:00:30,576 - INFO - Epoch: 28, Training Loss: 0.6754
2025-11-12 13:00:38,524 - INFO - Epoch: 29, Training Loss: 0.6752
2025-11-12 13:00:46,922 - INFO - Epoch: 30, Training Loss: 0.6765
2025-11-12 13:00:54,116 - INFO - Epoch: 31, Training Loss: 0.6771
2025-11-12 13:01:01,907 - INFO - Epoch: 32, Training Loss: 0.6758
2025-11-12 13:01:10,462 - INFO - Epoch: 33, Training Loss: 0.6762
2025-11-12 13:01:18,070 - INFO - Epoch: 34, Training Loss: 0.6758
2025-11-12 13:01:25,959 - INFO - Epoch: 35, Training Loss: 0.6759
2025-11-12 13:01:33,924 - INFO - Epoch: 36, Training Loss: 0.6759
2025-11-12 13:01:41,359 - INFO - Epoch: 37, Training Loss: 0.6761
2025-11-12 13:01:50,020 - INFO - Epoch: 38, Training Loss: 0.6751
