2025-11-13 14:50:31,932 - INFO - Log file: ./logs/trial16_cv2_RGS_20251113_145031.log
2025-11-13 14:50:31,932 - INFO - START TRAINING TRIAL 16 CV 2 - Task: RGS
2025-11-13 14:50:31,932 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-13 14:50:31,932 - INFO - Loading dataset...
2025-11-13 14:50:32,023 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-13 14:50:32,023 - INFO - Initializing VIGNet model...
2025-11-13 14:50:32,026 - INFO - Number of batch iterations per epoch: 113
2025-11-13 14:50:44,831 - INFO - Epoch: 1, Training Loss: 2.2178
2025-11-13 14:50:54,029 - INFO - Epoch: 2, Training Loss: 0.9825
2025-11-13 14:51:06,335 - INFO - Epoch: 3, Training Loss: 0.6862
2025-11-13 14:51:20,268 - INFO - Epoch: 4, Training Loss: 0.8279
2025-11-13 14:51:31,499 - INFO - Epoch: 5, Training Loss: 0.6669
2025-11-13 14:51:43,155 - INFO - Epoch: 6, Training Loss: 0.6650
2025-11-13 14:51:57,476 - INFO - Epoch: 7, Training Loss: 0.6596
2025-11-13 14:52:06,780 - INFO - Epoch: 8, Training Loss: 0.6513
2025-11-13 14:52:16,635 - INFO - Epoch: 9, Training Loss: 0.6699
2025-11-13 14:52:27,931 - INFO - Epoch: 10, Training Loss: 0.6554
2025-11-13 14:52:42,553 - INFO - Epoch: 11, Training Loss: 0.6550
2025-11-13 14:52:54,103 - INFO - Epoch: 12, Training Loss: 0.6509
2025-11-13 14:53:10,711 - INFO - Epoch: 13, Training Loss: 0.6562
2025-11-13 14:53:19,251 - INFO - Epoch: 14, Training Loss: 0.6531
2025-11-13 14:53:28,516 - INFO - Epoch: 15, Training Loss: 0.6430
2025-11-13 14:53:38,040 - INFO - Epoch: 16, Training Loss: 0.6521
2025-11-13 14:53:50,568 - INFO - Epoch: 17, Training Loss: 0.6451
2025-11-13 14:54:04,666 - INFO - Epoch: 18, Training Loss: 0.6456
2025-11-13 14:54:18,008 - INFO - Epoch: 19, Training Loss: 0.6440
2025-11-13 14:54:35,007 - INFO - Epoch: 20, Training Loss: 0.6486
2025-11-13 14:54:50,902 - INFO - Epoch: 21, Training Loss: 0.6454
2025-11-13 14:55:03,254 - INFO - Epoch: 22, Training Loss: 0.6444
2025-11-13 14:55:17,747 - INFO - Epoch: 23, Training Loss: 0.6477
2025-11-13 14:55:30,176 - INFO - Epoch: 24, Training Loss: 0.6455
2025-11-13 14:55:40,239 - INFO - Epoch: 25, Training Loss: 0.6477
2025-11-13 14:55:53,900 - INFO - Epoch: 26, Training Loss: 0.6471
2025-11-13 14:56:06,263 - INFO - Epoch: 27, Training Loss: 0.6438
2025-11-13 14:56:16,095 - INFO - Epoch: 28, Training Loss: 0.6389
2025-11-13 14:56:29,308 - INFO - Epoch: 29, Training Loss: 0.6441
2025-11-13 14:56:41,953 - INFO - Epoch: 30, Training Loss: 0.6409
2025-11-13 14:56:56,106 - INFO - Epoch: 31, Training Loss: 0.6414
2025-11-13 14:57:09,085 - INFO - Epoch: 32, Training Loss: 0.6426
2025-11-13 14:57:21,164 - INFO - Epoch: 33, Training Loss: 0.6451
2025-11-13 14:57:32,568 - INFO - Epoch: 34, Training Loss: 0.6443
2025-11-13 14:57:46,131 - INFO - Epoch: 35, Training Loss: 0.6400
2025-11-13 14:57:59,063 - INFO - Epoch: 36, Training Loss: 0.6419
2025-11-13 14:58:11,294 - INFO - Epoch: 37, Training Loss: 0.6465
2025-11-13 14:58:23,315 - INFO - Epoch: 38, Training Loss: 0.6477
2025-11-13 14:58:38,588 - INFO - Epoch: 39, Training Loss: 0.6429
