2025-11-13 12:06:33,411 - INFO - Log file: ./logs/trial14_cv4_RGS_20251113_120633.log
2025-11-13 12:06:33,411 - INFO - START TRAINING TRIAL 14 CV 4 - Task: RGS
2025-11-13 12:06:33,411 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-13 12:06:33,411 - INFO - Loading dataset...
2025-11-13 12:06:33,496 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-13 12:06:33,496 - INFO - Initializing VIGNet model...
2025-11-13 12:06:33,499 - INFO - Number of batch iterations per epoch: 113
2025-11-13 12:06:46,427 - INFO - Epoch: 1, Training Loss: 0.8691
2025-11-13 12:07:01,227 - INFO - Epoch: 2, Training Loss: 0.7429
2025-11-13 12:07:15,210 - INFO - Epoch: 3, Training Loss: 0.7476
2025-11-13 12:07:31,809 - INFO - Epoch: 4, Training Loss: 0.7052
2025-11-13 12:07:44,737 - INFO - Epoch: 5, Training Loss: 0.7993
2025-11-13 12:07:57,682 - INFO - Epoch: 6, Training Loss: 0.7145
2025-11-13 12:08:11,178 - INFO - Epoch: 7, Training Loss: 0.7037
2025-11-13 12:08:26,050 - INFO - Epoch: 8, Training Loss: 0.7031
2025-11-13 12:08:39,064 - INFO - Epoch: 9, Training Loss: 0.6997
2025-11-13 12:08:50,462 - INFO - Epoch: 10, Training Loss: 0.7009
2025-11-13 12:09:04,643 - INFO - Epoch: 11, Training Loss: 0.6958
2025-11-13 12:09:18,738 - INFO - Epoch: 12, Training Loss: 0.6952
2025-11-13 12:09:30,347 - INFO - Epoch: 13, Training Loss: 0.6956
2025-11-13 12:09:46,930 - INFO - Epoch: 14, Training Loss: 0.6940
2025-11-13 12:10:02,313 - INFO - Epoch: 15, Training Loss: 0.6962
2025-11-13 12:10:14,887 - INFO - Epoch: 16, Training Loss: 0.6943
2025-11-13 12:10:28,901 - INFO - Epoch: 17, Training Loss: 0.6962
2025-11-13 12:10:42,910 - INFO - Epoch: 18, Training Loss: 0.6944
2025-11-13 12:10:58,137 - INFO - Epoch: 19, Training Loss: 0.6983
2025-11-13 12:11:11,847 - INFO - Epoch: 20, Training Loss: 0.6949
2025-11-13 12:11:24,677 - INFO - Epoch: 21, Training Loss: 0.6931
2025-11-13 12:11:38,587 - INFO - Epoch: 22, Training Loss: 0.6938
2025-11-13 12:11:51,820 - INFO - Epoch: 23, Training Loss: 0.6920
2025-11-13 12:12:02,039 - INFO - Epoch: 24, Training Loss: 0.6942
2025-11-13 12:12:16,218 - INFO - Epoch: 25, Training Loss: 0.6936
2025-11-13 12:12:24,692 - INFO - Epoch: 26, Training Loss: 0.6930
2025-11-13 12:12:37,218 - INFO - Epoch: 27, Training Loss: 0.6923
2025-11-13 12:12:50,222 - INFO - Epoch: 28, Training Loss: 0.6937
2025-11-13 12:13:03,047 - INFO - Epoch: 29, Training Loss: 0.6919
2025-11-13 12:13:12,486 - INFO - Epoch: 30, Training Loss: 0.6922
2025-11-13 12:13:23,856 - INFO - Epoch: 31, Training Loss: 0.6933
2025-11-13 12:13:34,374 - INFO - Epoch: 32, Training Loss: 0.6956
2025-11-13 12:13:44,264 - INFO - Epoch: 33, Training Loss: 0.6927
2025-11-13 12:13:57,681 - INFO - Epoch: 34, Training Loss: 0.6923
2025-11-13 12:14:06,832 - INFO - Epoch: 35, Training Loss: 0.6917
2025-11-13 12:14:20,875 - INFO - Epoch: 36, Training Loss: 0.6928
2025-11-13 12:14:31,727 - INFO - Epoch: 37, Training Loss: 0.6898
2025-11-13 12:14:45,255 - INFO - Epoch: 38, Training Loss: 0.6899
2025-11-13 12:14:55,100 - INFO - Epoch: 39, Training Loss: 0.6917
