2025-11-12 05:37:12,430 - INFO - Log file: ./logs/trial4_cv4_RGS_20251112_053712.log
2025-11-12 05:37:12,430 - INFO - START TRAINING TRIAL 4 CV 4 - Task: RGS
2025-11-12 05:37:12,430 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-12 05:37:12,430 - INFO - Loading dataset...
2025-11-12 05:37:12,519 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-12 05:37:12,519 - INFO - Initializing VIGNet model...
2025-11-12 05:37:12,522 - INFO - Number of batch iterations per epoch: 113
2025-11-12 05:37:21,171 - INFO - Epoch: 1, Training Loss: 1.0942
2025-11-12 05:37:28,826 - INFO - Epoch: 2, Training Loss: 0.6585
2025-11-12 05:37:36,599 - INFO - Epoch: 3, Training Loss: 0.6453
2025-11-12 05:37:44,437 - INFO - Epoch: 4, Training Loss: 0.6448
2025-11-12 05:37:51,893 - INFO - Epoch: 5, Training Loss: 0.6476
2025-11-12 05:38:00,095 - INFO - Epoch: 6, Training Loss: 0.6443
2025-11-12 05:38:07,623 - INFO - Epoch: 7, Training Loss: 0.6454
2025-11-12 05:38:15,158 - INFO - Epoch: 8, Training Loss: 0.6424
2025-11-12 05:38:23,009 - INFO - Epoch: 9, Training Loss: 0.6433
2025-11-12 05:38:30,697 - INFO - Epoch: 10, Training Loss: 0.6435
2025-11-12 05:38:38,274 - INFO - Epoch: 11, Training Loss: 0.6437
2025-11-12 05:38:46,724 - INFO - Epoch: 12, Training Loss: 0.6426
2025-11-12 05:38:54,484 - INFO - Epoch: 13, Training Loss: 0.6430
2025-11-12 05:39:02,214 - INFO - Epoch: 14, Training Loss: 0.6414
2025-11-12 05:39:10,041 - INFO - Epoch: 15, Training Loss: 0.6426
2025-11-12 05:39:18,328 - INFO - Epoch: 16, Training Loss: 0.6426
2025-11-12 05:39:26,626 - INFO - Epoch: 17, Training Loss: 0.6420
2025-11-12 05:39:33,881 - INFO - Epoch: 18, Training Loss: 0.6415
2025-11-12 05:39:42,335 - INFO - Epoch: 19, Training Loss: 0.6440
2025-11-12 05:39:50,729 - INFO - Epoch: 20, Training Loss: 0.6429
2025-11-12 05:39:59,484 - INFO - Epoch: 21, Training Loss: 0.6427
2025-11-12 05:40:07,244 - INFO - Epoch: 22, Training Loss: 0.6444
2025-11-12 05:40:15,894 - INFO - Epoch: 23, Training Loss: 0.6437
2025-11-12 05:40:24,220 - INFO - Epoch: 24, Training Loss: 0.6425
2025-11-12 05:40:31,759 - INFO - Epoch: 25, Training Loss: 0.6423
2025-11-12 05:40:38,934 - INFO - Epoch: 26, Training Loss: 0.6426
2025-11-12 05:40:46,135 - INFO - Epoch: 27, Training Loss: 0.6424
2025-11-12 05:40:53,709 - INFO - Epoch: 28, Training Loss: 0.6425
2025-11-12 05:41:01,707 - INFO - Epoch: 29, Training Loss: 0.6429
2025-11-12 05:41:10,101 - INFO - Epoch: 30, Training Loss: 0.6427
2025-11-12 05:41:18,722 - INFO - Epoch: 31, Training Loss: 0.6417
2025-11-12 05:41:26,514 - INFO - Epoch: 32, Training Loss: 0.6435
2025-11-12 05:41:34,516 - INFO - Epoch: 33, Training Loss: 0.6420
2025-11-12 05:41:42,627 - INFO - Epoch: 34, Training Loss: 0.6424
2025-11-12 05:41:51,152 - INFO - Epoch: 35, Training Loss: 0.6436
2025-11-12 05:41:59,269 - INFO - Epoch: 36, Training Loss: 0.6411
2025-11-12 05:42:07,904 - INFO - Epoch: 37, Training Loss: 0.6428
2025-11-12 05:42:15,281 - INFO - Epoch: 38, Training Loss: 0.6430
2025-11-12 05:42:23,751 - INFO - Epoch: 39, Training Loss: 0.6427
2025-11-12 05:42:31,152 - INFO - Epoch: 40, Training Loss: 0.6420
2025-11-12 05:42:39,215 - INFO - Epoch: 41, Training Loss: 0.6416
2025-11-12 05:42:46,513 - INFO - Epoch: 42, Training Loss: 0.6431
2025-11-12 05:42:54,699 - INFO - Epoch: 43, Training Loss: 0.6427
2025-11-12 05:43:02,539 - INFO - Epoch: 44, Training Loss: 0.6413
2025-11-12 05:43:11,779 - INFO - Epoch: 45, Training Loss: 0.6426
2025-11-12 05:43:20,230 - INFO - Epoch: 46, Training Loss: 0.6416
