2025-11-12 02:30:37,412 - INFO - Log file: ./logs/trial2_cv0_RGS_20251112_023037.log
2025-11-12 02:30:37,412 - INFO - START TRAINING TRIAL 2 CV 0 - Task: RGS
2025-11-12 02:30:37,412 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-12 02:30:37,412 - INFO - Loading dataset...
2025-11-12 02:30:37,501 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-12 02:30:37,501 - INFO - Initializing VIGNet model...
2025-11-12 02:30:37,504 - INFO - Number of batch iterations per epoch: 113
2025-11-12 02:30:45,690 - INFO - Epoch: 1, Training Loss: 1.1335
2025-11-12 02:30:53,157 - INFO - Epoch: 2, Training Loss: 0.9733
2025-11-12 02:31:00,702 - INFO - Epoch: 3, Training Loss: 0.7361
2025-11-12 02:31:08,873 - INFO - Epoch: 4, Training Loss: 0.6261
2025-11-12 02:31:16,882 - INFO - Epoch: 5, Training Loss: 0.6110
2025-11-12 02:31:25,014 - INFO - Epoch: 6, Training Loss: 0.6048
2025-11-12 02:31:32,509 - INFO - Epoch: 7, Training Loss: 0.6077
2025-11-12 02:31:40,666 - INFO - Epoch: 8, Training Loss: 0.6079
2025-11-12 02:31:49,450 - INFO - Epoch: 9, Training Loss: 0.6018
2025-11-12 02:31:57,109 - INFO - Epoch: 10, Training Loss: 0.6021
2025-11-12 02:32:04,959 - INFO - Epoch: 11, Training Loss: 0.6039
2025-11-12 02:32:12,985 - INFO - Epoch: 12, Training Loss: 0.6002
2025-11-12 02:32:20,340 - INFO - Epoch: 13, Training Loss: 0.6010
2025-11-12 02:32:28,119 - INFO - Epoch: 14, Training Loss: 0.6000
2025-11-12 02:32:35,168 - INFO - Epoch: 15, Training Loss: 0.5993
2025-11-12 02:32:43,401 - INFO - Epoch: 16, Training Loss: 0.6032
2025-11-12 02:32:51,484 - INFO - Epoch: 17, Training Loss: 0.6002
2025-11-12 02:32:59,757 - INFO - Epoch: 18, Training Loss: 0.5993
2025-11-12 02:33:06,756 - INFO - Epoch: 19, Training Loss: 0.5974
2025-11-12 02:33:14,673 - INFO - Epoch: 20, Training Loss: 0.5989
2025-11-12 02:33:22,364 - INFO - Epoch: 21, Training Loss: 0.5993
2025-11-12 02:33:31,500 - INFO - Epoch: 22, Training Loss: 0.5978
2025-11-12 02:33:39,979 - INFO - Epoch: 23, Training Loss: 0.6001
2025-11-12 02:33:48,319 - INFO - Epoch: 24, Training Loss: 0.5972
2025-11-12 02:33:56,283 - INFO - Epoch: 25, Training Loss: 0.5984
