2025-11-12 07:23:22,757 - INFO - Log file: ./logs/trial6_cv2_RGS_20251112_072322.log
2025-11-12 07:23:22,757 - INFO - START TRAINING TRIAL 6 CV 2 - Task: RGS
2025-11-12 07:23:22,757 - INFO - Learning rate: 0.001, Epochs: 100, Batches: 5
2025-11-12 07:23:22,758 - INFO - Loading dataset...
2025-11-12 07:23:22,847 - INFO - Dataset shapes - Train: (567, 17, 25, 1), Valid: (141, 17, 25, 1), Test: (177, 17, 25, 1)
2025-11-12 07:23:22,847 - INFO - Initializing VIGNet model...
2025-11-12 07:23:22,850 - INFO - Number of batch iterations per epoch: 113
2025-11-12 07:23:30,966 - INFO - Epoch: 1, Training Loss: 0.9097
2025-11-12 07:23:39,552 - INFO - Epoch: 2, Training Loss: 0.6849
2025-11-12 07:23:46,932 - INFO - Epoch: 3, Training Loss: 0.6756
2025-11-12 07:23:55,302 - INFO - Epoch: 4, Training Loss: 0.6746
2025-11-12 07:24:03,772 - INFO - Epoch: 5, Training Loss: 0.6694
2025-11-12 07:24:11,772 - INFO - Epoch: 6, Training Loss: 0.6697
2025-11-12 07:24:19,916 - INFO - Epoch: 7, Training Loss: 0.6680
2025-11-12 07:24:27,792 - INFO - Epoch: 8, Training Loss: 0.6703
2025-11-12 07:24:35,282 - INFO - Epoch: 9, Training Loss: 0.6683
2025-11-12 07:24:42,783 - INFO - Epoch: 10, Training Loss: 0.6674
2025-11-12 07:24:51,562 - INFO - Epoch: 11, Training Loss: 0.6676
2025-11-12 07:25:00,895 - INFO - Epoch: 12, Training Loss: 0.6676
2025-11-12 07:25:09,323 - INFO - Epoch: 13, Training Loss: 0.6676
2025-11-12 07:25:17,051 - INFO - Epoch: 14, Training Loss: 0.6681
2025-11-12 07:25:25,417 - INFO - Epoch: 15, Training Loss: 0.6674
2025-11-12 07:25:33,218 - INFO - Epoch: 16, Training Loss: 0.6670
2025-11-12 07:25:41,468 - INFO - Epoch: 17, Training Loss: 0.6664
2025-11-12 07:25:49,004 - INFO - Epoch: 18, Training Loss: 0.6670
2025-11-12 07:25:56,608 - INFO - Epoch: 19, Training Loss: 0.6676
2025-11-12 07:26:03,828 - INFO - Epoch: 20, Training Loss: 0.6669
2025-11-12 07:26:11,539 - INFO - Epoch: 21, Training Loss: 0.6665
2025-11-12 07:26:19,802 - INFO - Epoch: 22, Training Loss: 0.6673
2025-11-12 07:26:27,990 - INFO - Epoch: 23, Training Loss: 0.6669
2025-11-12 07:26:35,765 - INFO - Epoch: 24, Training Loss: 0.6671
2025-11-12 07:26:44,455 - INFO - Epoch: 25, Training Loss: 0.6673
2025-11-12 07:26:52,084 - INFO - Epoch: 26, Training Loss: 0.6677
2025-11-12 07:27:00,404 - INFO - Epoch: 27, Training Loss: 0.6673
2025-11-12 07:27:08,225 - INFO - Epoch: 28, Training Loss: 0.6671
2025-11-12 07:27:16,070 - INFO - Epoch: 29, Training Loss: 0.6663
2025-11-12 07:27:23,934 - INFO - Epoch: 30, Training Loss: 0.6670
2025-11-12 07:27:32,360 - INFO - Epoch: 31, Training Loss: 0.6667
2025-11-12 07:27:41,504 - INFO - Epoch: 32, Training Loss: 0.6667
2025-11-12 07:27:50,412 - INFO - Epoch: 33, Training Loss: 0.6674
2025-11-12 07:27:58,298 - INFO - Epoch: 34, Training Loss: 0.6669
2025-11-12 07:28:06,182 - INFO - Epoch: 35, Training Loss: 0.6670
2025-11-12 07:28:13,509 - INFO - Epoch: 36, Training Loss: 0.6673
2025-11-12 07:28:22,115 - INFO - Epoch: 37, Training Loss: 0.6670
2025-11-12 07:28:29,584 - INFO - Epoch: 38, Training Loss: 0.6673
2025-11-12 07:28:36,897 - INFO - Epoch: 39, Training Loss: 0.6665
2025-11-12 07:28:45,483 - INFO - Epoch: 40, Training Loss: 0.6682
2025-11-12 07:28:54,144 - INFO - Epoch: 41, Training Loss: 0.6672
2025-11-12 07:29:02,342 - INFO - Epoch: 42, Training Loss: 0.6670
